"","airline","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"113000","1","0","4","0","5","3","1","35.75","29","6843"
"113248","1","0","4","1","5","3","1","35.75","31","6843"
"113388","1","0","4","0","5","3","1","35.75","32","6500"
"113632","1","0","4","1","5","3","1","35.75","34","6843"
"113883","1","0","4","0","5","3","1","35.75","36","6843"
"114131","1","0","4","1","5","3","1","35.75","38","8526"
"114270","1","0","4","0","5","3","1","35.75","39","6500"
"114517","1","0","4","1","5","3","1","35.75","41","6500"
"114767","1","0","4","0","5","3","1","35.75","43","6500"
"115023","1","0","4","1","5","3","1","35.75","45","6920"
"115177","1","0","4","0","5","3","1","35.75","46","6500"
"115436","1","0","4","1","5","3","1","35.75","48","7417"
"116062","1","0","4","1","5","1","1","35.75","8","14842"
"189370","1","1","1","0","2","5","1","35.67","16","11483"
"143375","1","4","1","1","2","3","1","35.58","10","11175"
"143962","1","4","1","0","2","3","1","35.58","15","10545"
"145020","1","4","1","1","2","3","1","35.58","24","6055"
"147367","1","4","1","0","2","3","1","35.58","43","6972"
"172072","1","3","4","0","5","4","1","35.58","14","12753"
"173420","1","3","4","0","5","4","1","35.58","25","8258"
"173912","1","3","4","0","5","4","1","35.58","29","8679"
"174863","1","3","4","0","5","4","1","35.58","37","9204"
"175490","1","3","4","0","5","4","1","35.58","42","8258"
"175601","1","3","4","0","5","4","1","35.58","43","8258"
"175982","1","3","4","0","5","4","1","35.58","46","8258"
"176338","1","3","4","0","5","4","1","35.58","49","9204"
"193921","1","1","1","1","2","0","1","35.58","3","14126"
"194143","1","1","1","0","2","0","1","35.58","6","14126"
"194221","1","1","1","0","2","0","1","35.58","7","14126"
"194351","1","1","1","0","2","0","1","35.58","9","14861"
"194423","1","1","1","0","2","0","1","35.58","10","13233"
"194651","1","1","1","0","2","0","1","35.58","13","13233"
"194730","1","1","1","0","2","0","1","35.58","14","14073"
"194874","1","1","1","0","2","0","1","35.58","16","8081"
"194958","1","1","1","0","2","0","1","35.58","17","5981"
"195300","1","1","1","0","2","0","1","35.58","21","5403"
"195919","1","1","1","0","2","0","1","35.58","28","5981"
"196524","1","1","1","0","2","0","1","35.58","35","5403"
"197139","1","1","1","0","2","0","1","35.58","42","5403"
"94105","5","0","4","0","5","5","1","35.5","1","20293"
"188358","1","1","4","1","2","5","1","35.5","9","11871"
"192988","1","1","4","0","2","5","1","35.5","42","5320"
"102970","1","0","1","0","2","4","1","35.42","3","14243"
"109855","1","0","1","0","2","3","1","35.42","3","13332"
"109870","1","0","1","0","2","3","1","35.42","3","19223"
"109976","1","0","1","0","2","3","1","35.42","4","13752"
"110197","1","0","1","0","2","3","1","35.42","6","13332"
"110288","1","0","1","0","2","3","1","35.42","7","13332"
"110515","1","0","1","0","2","3","1","35.42","9","14330"
"110636","1","0","1","0","2","3","1","35.42","10","13332"
"110644","1","0","1","0","2","3","1","35.42","10","15758"
"111100","1","0","1","1","2","3","1","35.42","14","13017"
"111230","1","0","1","1","2","3","1","35.42","15","13017"
"111364","1","0","1","0","2","3","1","35.42","16","10510"
"111486","1","0","1","0","2","3","1","35.42","17","10090"
"111873","1","0","1","0","2","3","1","35.42","20","10090"
"111994","1","0","1","0","2","3","1","35.42","21","10090"
"112249","1","0","1","0","2","3","1","35.42","23","10363"
"112366","1","0","1","0","2","3","1","35.42","24","10090"
"112377","1","0","1","0","2","3","1","35.42","24","11350"
"112758","1","0","1","0","2","3","1","35.42","27","10090"
"112881","1","0","1","0","2","3","1","35.42","28","10090"
"112882","1","0","1","0","2","3","1","35.42","28","10363"
"113015","1","0","1","0","2","3","1","35.42","29","10090"
"113137","1","0","1","0","2","3","1","35.42","30","10363"
"113258","1","0","1","0","2","3","1","35.42","31","10090"
"113260","1","0","1","0","2","3","1","35.42","31","10363"
"113644","1","0","1","0","2","3","1","35.42","34","10090"
"113761","1","0","1","0","2","3","1","35.42","35","10090"
"113762","1","0","1","0","2","3","1","35.42","35","10363"
"113896","1","0","1","0","2","3","1","35.42","36","10090"
"114019","1","0","1","0","2","3","1","35.42","37","10090"
"114142","1","0","1","0","2","3","1","35.42","38","10090"
"114143","1","0","1","0","2","3","1","35.42","38","10363"
"114654","1","0","1","0","2","3","1","35.42","42","10090"
"114911","1","0","1","0","2","3","1","35.42","44","10090"
"115037","1","0","1","0","2","3","1","35.42","45","10090"
"115441","1","0","1","0","2","3","1","35.42","48","10090"
"115567","1","0","1","0","2","3","1","35.42","49","10090"
"127729","1","4","4","1","5","5","1","35.42","3","15719"
"158697","1","3","4","1","5","5","1","35.42","3","13173"
"197925","1","1","1","1","2","4","1","35.42","3","19998"
"198377","1","1","1","1","2","4","1","35.42","8","15609"
"203789","1","1","1","1","2","3","1","35.42","15","12304"
"193484","1","1","4","0","5","5","1","35.33","46","5778"
"193714","1","1","4","0","5","5","1","35.33","48","5558"
"194993","5","1","1","1","2","0","1","35.33","17","14822"
"195248","5","1","1","1","2","0","1","35.33","20","14087"
"53017","5","5","1","0","2","0","1","35.25","2","21540"
"53148","5","5","1","1","2","0","1","35.25","3","16210"
"188520","1","1","1","0","2","5","1","35.25","10","17447"
"188948","1","1","1","0","2","5","1","35.25","13","13866"
"189228","1","1","1","0","2","5","1","35.25","15","13926"
"189372","1","1","1","0","2","5","1","35.25","16","12778"
"189480","1","1","1","0","2","5","1","35.25","17","8862"
"189779","1","1","1","0","2","5","1","35.25","19","7642"
"192429","1","1","1","0","2","5","1","35.25","38","7642"
"192430","1","1","1","0","2","5","1","35.25","38","8062"
"77362","5","5","4","1","5","1","1","35.17","1","19235"
"119756","5","4","4","0","5","2","1","35.17","1","19201"
"119861","5","4","4","0","5","2","1","35.17","2","17996"
"135785","1","4","0","1","3","0","1","35.17","3","15690"
"204442","5","1","4","0","5","3","1","35.17","22","6015"
"204622","5","1","4","1","5","3","1","35.17","25","6015"
"204715","5","1","4","1","5","3","1","35.17","26","6015"
"204890","5","1","4","1","5","3","1","35.17","29","6015"
"205529","5","1","4","1","5","3","1","35.17","36","6015"
"103496","5","0","4","0","2","4","1","35.08","7","16599"
"103634","5","0","4","0","2","4","1","35.08","8","21206"
"171063","1","3","1","1","2","4","1","35.08","5","12740"
"171368","1","3","1","0","2","4","1","35.08","8","12740"
"171576","1","3","1","1","2","4","1","35.08","10","12740"
"171836","1","3","1","1","2","4","1","35.08","12","12740"
"172160","1","3","1","1","2","4","1","35.08","15","10010"
"172419","1","3","1","0","2","4","1","35.08","17","7229"
"172672","1","3","1","0","2","4","1","35.08","19","6942"
"173016","1","3","1","0","2","4","1","35.08","22","6732"
"173283","1","3","1","0","2","4","1","35.08","24","7047"
"173536","1","3","1","0","2","4","1","35.08","26","6312"
"173897","1","3","1","0","2","4","1","35.08","29","6732"
"174171","1","3","1","0","2","4","1","35.08","31","7047"
"174414","1","3","1","0","2","4","1","35.08","33","7047"
"174696","1","3","1","0","2","4","1","35.08","36","6312"
"174968","1","3","1","0","2","4","1","35.08","38","7310"
"175230","1","3","1","0","2","4","1","35.08","40","6312"
"175588","1","3","1","0","2","4","1","35.08","43","6942"
"267405","5","4","1","0","2","0","0","35.08","3","82729"
"267458","5","4","1","0","2","0","0","35.08","4","67710"
"267583","5","4","1","0","2","0","0","35.08","6","67710"
"268208","5","4","1","0","2","0","0","35.08","16","67710"
"268261","5","4","1","0","2","0","0","35.08","17","67710"
"268460","5","4","1","0","2","0","0","35.08","20","67710"
"268587","5","4","1","0","2","0","0","35.08","22","67710"
"268648","5","4","1","0","2","0","0","35.08","23","75550"
"268706","5","4","1","0","2","0","0","35.08","24","77521"
"268902","5","4","1","0","2","0","0","35.08","27","67710"
"269078","5","4","1","0","2","0","0","35.08","30","67710"
"269152","5","4","1","0","2","0","0","35.08","31","82729"
"269332","5","4","1","0","2","0","0","35.08","34","67710"
"269527","5","4","1","0","2","0","0","35.08","37","67710"
"269579","5","4","1","0","2","0","0","35.08","38","67710"
"269774","5","4","1","0","2","0","0","35.08","41","67710"
"269955","5","4","1","0","2","0","0","35.08","44","67710"
"270023","5","4","1","0","2","0","0","35.08","45","67710"
"270084","5","4","1","0","2","0","0","35.08","46","67710"
"270201","5","4","1","0","2","0","0","35.08","48","67710"
"110086","1","0","0","1","5","3","1","34.92","5","21131"
"110885","1","0","0","1","5","3","1","34.92","12","14936"
"111740","1","0","0","1","5","3","1","34.92","19","8340"
"112627","1","0","0","1","5","3","1","34.92","26","7920"
"113517","1","0","0","1","5","3","1","34.92","33","9810"
"114395","1","0","0","1","5","3","1","34.92","40","7395"
"135696","1","4","1","0","2","0","1","34.92","2","15869"
"135780","1","4","1","0","2","0","1","34.92","3","14504"
"158949","1","3","1","0","2","5","1","34.92","5","12499"
"159891","1","3","1","0","2","5","1","34.92","12","12499"
"194900","1","1","1","1","2","0","1","34.92","16","12863"
"194968","1","1","1","0","2","0","1","34.92","17","7267"
"20467","5","2","4","1","2","4","1","34.83","3","18927"
"35402","5","2","4","1","2","1","1","34.83","1","18757"
"35504","5","2","4","1","2","1","1","34.83","2","19597"
"35590","5","2","4","1","2","1","1","34.83","3","19597"
"158617","1","3","4","1","5","5","1","34.83","2","15252"
"158696","1","3","4","1","5","5","1","34.83","3","13173"
"159425","1","3","4","0","5","5","1","34.83","9","11829"
"188949","1","1","4","0","5","5","1","34.83","13","13971"
"189224","1","1","4","0","5","5","1","34.83","15","12375"
"189332","1","1","4","0","5","5","1","34.83","16","8193"
"189473","1","1","4","0","5","5","1","34.83","17","7448"
"189768","1","1","4","0","5","5","1","34.83","19","6408"
"190056","1","1","4","0","5","5","1","34.83","21","5778"
"190479","1","1","4","0","5","5","1","34.83","24","7038"
"190764","1","1","4","0","5","5","1","34.83","26","5778"
"191740","1","1","4","0","5","5","1","34.83","33","5558"
"192277","1","1","4","0","5","5","1","34.83","37","6093"
"192424","1","1","4","0","5","5","1","34.83","38","6818"
"110526","1","0","0","1","5","3","1","34.75","9","15860"
"111356","1","0","0","1","5","3","1","34.75","16","9390"
"140802","1","4","1","0","2","0","1","34.75","38","7294"
"135890","1","4","0","0","3","0","1","34.67","4","12792"
"136786","1","4","0","0","3","0","1","34.67","11","12792"
"71071","1","5","1","0","2","3","1","34.58","7","11639"
"72062","1","5","1","0","2","3","1","34.58","14","10747"
"72219","1","5","1","0","2","3","1","34.58","15","10747"
"72369","1","5","1","0","2","3","1","34.58","16","9323"
"111118","1","0","0","1","5","3","1","34.58","14","14936"
"116068","1","0","0","1","5","1","1","34.58","8","16553"
"116073","1","0","0","1","5","1","1","34.58","8","18979"
"119210","1","0","1","0","2","1","1","34.58","44","5835"
"142595","1","4","1","0","2","3","1","34.58","2","15619"
"142655","1","4","1","1","2","3","1","34.58","3","12185"
"142663","1","4","0","1","5","3","1","34.58","3","13495"
"142774","1","4","1","0","2","3","1","34.58","4","12605"
"143086","1","4","1","0","2","3","1","34.58","7","12185"
"143310","1","4","1","0","2","3","1","34.58","9","13183"
"143394","1","4","1","0","2","3","1","34.58","10","12185"
"143846","1","4","1","1","2","3","1","34.58","14","11293"
"143975","1","4","1","1","2","3","1","34.58","15","11293"
"144229","1","4","1","0","2","3","1","34.58","17","9035"
"148172","1","4","0","1","5","1","1","34.58","3","15690"
